"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
2000,0.299,1043,957,0.82,0.854,0.0999,0.0992,0.8,0.7771,0.1107,0.1098
