"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
100,0.299,52,48,0.27,0.2996,0.2095,0.2086,0.08,0.0934,0.5062,0.4912
