"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
1000,0.5,500,500,0.97,0.9771,0.1265,0.1264,0.93,0.9077,0.1524,0.1521
