"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
200,0.299,100,100,0.33,0.3437,0.1927,0.1921,0.14,0.1381,0.3527,0.3476
