"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
2000,0.5,1000,1000,1,0.9993,0.0979,0.0972,1,0.9964,0.1085,0.1076
