"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
500,0.299,250,250,0.4,0.4676,0.1594,0.1592,0.295,0.2747,0.2205,0.2199
