"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
2000,0.299,1000,1000,0.8524,0.8538,0.0993,0.0992,0.7785,0.7763,0.1101,0.1099
