"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
500,0.5,250,250,0.8905,0.893,0.1565,0.1561,0.6494,0.6422,0.2164,0.2151
