"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
1000,0.5,500,500,0.9758,0.9771,0.1266,0.1264,0.9077,0.9077,0.1525,0.1521
