"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
2000,0.5,1067,933,0.9994,0.9993,0.0971,0.097,0.997,0.9965,0.1074,0.1073
