"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
100,0.299,50,50,0.2877,0.2989,0.2098,0.2089,0.0837,0.0933,0.5085,0.4916
