"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
200,0.299,100,100,0.3334,0.343,0.193,0.1923,0.1369,0.1381,0.3532,0.3476
