"n","lor","n1","n2","uNMA_power","uNMA_power_formula","uNMA_SE","uNMA_SE_formula","RCT_power","RCT_power_formula","RCT_SE","RCT_SE_formula"
100,0.5,50,50,0.6744,0.683,0.2061,0.2053,0.1729,0.18,0.4969,0.481
